"Name","TID","TIDUnconstructed","InfoTitleTID","InfoTID","InfoTIDUnconstructed","NPCGreetingTID","BeginBuildResource","BeginBuildCost","BuildResource1","BuildCost1","BuildResource2","BuildCost2","BuildResource3","BuildCost3","BuildResource4","BuildCost4","BuildResource5","BuildCost5","BuildingClass","ShopBuildingClass","GroundLayer","IconSWF","XP","SCW","SCWRotated","SCWBase","SCWUnconstructed","SCWConstruction","SCWConstructionExtra","SCWClaim","SCWUiBase","SCWAreaGreen","SCWAreaRed","CollisionShape","Scale","MoveResource","TerrainHoleSize","ColorizeMaterials","MoveCost","TownHallLevel","Width","Height","WalkableBorder","IgnoreAdjacentBuildingSpace","ObstacleGrowthDistance","Icon","MaxStoredFountainBoost","MaxStoredWood","MaxStoredBread","MaxStoredStone","MaxStoredFood","MaxStoredClay","MaxStoredPotionIngredient1","MaxStoredPotionIngredient2","MaxStoredPotionIngredient3","MaxStoredPotionIngredient4","MaxStoredPotionIngredient5","MaxStoredPotionIngredient6","MaxStoredCoins","MaxStoredWool","MaxStoredWheat","MaxStoredBerry","MaxStoredMushroom","MaxStoredEgg","MaxStoredBerryPie","MaxStoredBerryCake","MaxStoredFish","MaxStoredCotton","MaxStoredIndigo","MaxStoredSugar","MaxStoredSalt","MaxStoredSugarApple","MaxStoredHoneyCookie","MaxStoredFishPie","MaxStoredApplePie","MaxStoredCakeRoyale","MaxStoredSaltedFish","MaxStoredSaltPot","MaxStoredHoneyPot","MaxStoredAppleJam","MaxStoredSweetHerring","MaxStoredDyeRed","MaxStoredDyeYellow","MaxStoredDyeBlue","MaxStoredDyeGreen","MaxStoredDyeOrange","MaxStoredDyePurple","MaxStoredDyeRainbow","MaxStoredPlushie","MaxStoredRuneGame","MaxStoredWoodenDuck","MaxStoredMarbles","MaxStoredWoodenDoll","MaxStoredSocks","MaxStoredTrousers","MaxStoredHat","MaxStoredTunic","MaxStoredShirt","MaxStoredDress","MaxStoredJacket","MaxStoredRainbowSuit","MaxStoredFigurine","MaxStoredPottery","MaxStoredStatuette","MaxStoredAppleJuice","MaxStoredFlour","MaxStoredHoney","MaxStoredApple","MaxStoredCarrot","StartingResourcePercent","StartingPotionIngredient1","StartingPotionIngredient2","StartingPotionIngredient3","StartingPotionIngredient4","StartingPotionIngredient5","StartingPotionIngredient6","Profession","MaxWorkers","MaxAutomaticallyProducedResources","ProducesResource","ResourceBatchSeconds","ResourceBatchSize","ResourceMax","InputResource","InputResourceType","InputPerBatch","HarvestResource","WorkPos1","WorkAnim1","WorkPos2","WorkAnim2","PickUpEffect","PlacingEffect","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","AmountCanBeUpgraded","Workers","SpawnResourceData","SpawnResourcePlantSeconds","SpawnResourceAverageSeconds","SpawnResourceHarvestSeconds","SpawnCount","SpawnPos1","SpawnSCW1","SpawnPos2","SpawnSCW2","SpawnPos3","SpawnSCW3","SpawnPos4","SpawnSCW4","SpawnPos5","SpawnSCW5","SpawnPos6","SpawnSCW6","SpawnPos7","SpawnSCW7","SpawnPos8","SpawnSCW8","SpawnPos9","SpawnSCW9","Passable","SpeedPercentage","RandomDirection","RandomYaw","RandomPitch","RandomScale","RandomBaseDirection","RandomBaseYaw","StoredResourceNodePrefix","StoredResourceNode2Prefix","StoredResourceGfxSCW","StoredResourceCountPerObject","RequestAmount","RequestExpiryMinutes","RequestCooldownMinutes","DonationLimit","DonationMoveSpeed","DonationCooldownSeconds","ConstantEffect","VillageTaskProvider","VillageTaskFulfiller","EffectActivePos","EffectActiveName","EffectBoostPos","EffectBoostName","EffectBoostScalePercent","ForceNonInteractive","NPC","NPCPlacement","CanBeBatched","IconCameraZoom","IconCameraY","SpawnAnimal","UIBackgroundExportName","LocationSound","UpgradeSignX","UpgradeSignY","UpgradeSignZ","UpgradeSignScale","AnimationAlwaysOn","TouchEffect","IsTaskFulfiller","PremiumTradePartner","ValleyLODScale","ValleyLODMoveFactor"
"Garden_Arche","TID_DECO_GARDEN_ARCHE",,"TID_INFO_TITLE_DECORATION","TID_DECO_GARDEN_ARCHE_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_garden_arche_geo.glb#b","sc3d/deco_garden_arche_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x2_geo.glb","sc3d/bldv_marker_1x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Garden_Plantedflowersbig_red","TID_DECO_GARDEN_PLANTEDFLOWERSBIG_RED",,"TID_INFO_TITLE_DECORATION","TID_DECO_GARDEN_PLANTEDFLOWERSBIG_RED_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_garden_plantedflowersbig_red_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_2x2_geo.glb","sc3d/bldv_marker_2x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,2,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Garden_Plantedflowersbig_white","TID_DECO_GARDEN_PLANTEDFLOWERSBIG_WHITE",,"TID_INFO_TITLE_DECORATION","TID_DECO_GARDEN_PLANTEDFLOWERSBIG_WHITE_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_garden_plantedflowersbig_white_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_2x2_geo.glb","sc3d/bldv_marker_2x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,2,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Garden_Plantedflowersbig_yellow","TID_DECO_GARDEN_PLANTEDFLOWERSBIG_YELLOW",,"TID_INFO_TITLE_DECORATION","TID_DECO_GARDEN_PLANTEDFLOWERSBIG_YELLOW",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_garden_plantedflowersbig_yellow_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_2x2_geo.glb","sc3d/bldv_marker_2x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,2,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Garden_Plantedflowersmall","TID_DECO_GARDEN_PLANTEDFLOWERSMALL",,"TID_INFO_TITLE_DECORATION","TID_DECO_GARDEN_PLANTEDFLOWERSMALL_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_garden_plantedflowersmall_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Garden_Tiles_1","TID_DECO_GARDEN_TILES_1",,"TID_INFO_TITLE_DECORATION","TID_DECO_GARDEN_TILES_1_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_garden_tiles_1_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Garden_Tiles_2","TID_DECO_GARDEN_TILES_2",,"TID_INFO_TITLE_DECORATION","TID_DECO_GARDEN_TILES_2_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_garden_tiles_2_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Garden_Tiles_3","TID_DECO_GARDEN_TILES_3",,"TID_INFO_TITLE_DECORATION","TID_DECO_GARDEN_TILES_3_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_garden_tiles_3_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Garden_Tiles_4","TID_DECO_GARDEN_TILES_4",,"TID_INFO_TITLE_DECORATION","TID_DECO_GARDEN_TILES_4_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_garden_tiles_4_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Garden_Tiles_5","TID_DECO_GARDEN_TILES_5",,"TID_INFO_TITLE_DECORATION","TID_DECO_GARDEN_TILES_5_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_garden_tiles_5_geo.glb#b","sc3d/deco_garden_tiles_5_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Farmer_Well","TID_DECO_FARMER_WELL",,"TID_INFO_TITLE_DECORATION","TID_DECO_FARMER_WELL_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_farmer_well_geo.glb#b","sc3d/deco_farmer_well_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Farmer_Sunflowers","TID_DECO_FARMER_SUNFLOWERS",,"TID_INFO_TITLE_DECORATION","TID_DECO_FARMER_SUNFLOWERS_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_farmer_sunflowers_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Farmer_Haystack","TID_DECO_FARMER_HAYSTACK",,"TID_INFO_TITLE_DECORATION","TID_DECO_FARMER_HAYSTACK_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_farmer_haystack_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Farmer_Hayrounded","TID_DECO_FARMER_HAYROUNDED",,"TID_INFO_TITLE_DECORATION","TID_DECO_FARMER_HAYROUNDED_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_farmer_hayrounded_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Farmer_Flowercart","TID_DECO_FARMER_FLOWERCART",,"TID_INFO_TITLE_DECORATION","TID_DECO_FARMER_FLOWERCART_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_farmer_flowercart_geo.glb#a","sc3d/deco_farmer_flowercart_geo.glb#b",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x2_geo.glb","sc3d/bldv_marker_1x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Farmer_Toolstorage","TID_DECO_FARMER_TOOLSTORAGE",,"TID_INFO_TITLE_DECORATION","TID_DECO_FARMER_TOOLSTORAGE_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_farmer_toolstorage_geo.glb#b","sc3d/deco_farmer_toolstorage_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Farmer_Scarecrow","TID_DECO_FARMER_SCARECROW",,"TID_INFO_TITLE_DECORATION","TID_DECO_FARMER_SCARECROW_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_farmer_scarecrow_geo.glb#b","sc3d/deco_farmer_scarecrow_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Farmer_Woodtiles","TID_DECO_FARMER_WOODTILES",,"TID_INFO_TITLE_DECORATION","TID_DECO_FARMER_WOODTILES_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_farmer_woodtiles_geo.glb#b","sc3d/deco_farmer_woodtiles_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Farmer_Woodfence_Gate","TID_DECO_FARMER_WOODFENCE_GATE",,"TID_INFO_TITLE_DECORATION","TID_DECO_FARMER_WOODFENCE_GATE_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_farmer_woodfence_gate_geo.glb#b","sc3d/deco_farmer_woodfence_gate_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Farmer_Haystack_Cart","TID_DECO_FARMER_HAYSTACK_CART",,"TID_INFO_TITLE_DECORATION","TID_DECO_FARMER_HAYSTACK_CART_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_farmer_haystack_cart_geo.glb",,,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_2x1_geo.glb","sc3d/bldv_marker_2x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Farmer_Woodfence","TID_DECO_FARMER_WOODFENCE",,"TID_INFO_TITLE_DECORATION","TID_DECO_FARMER_WOODFENCE_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_farmer_woodfence_geo.glb#b","sc3d/deco_farmer_woodfence_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x1_geo.glb","sc3d/bldv_marker_1x1_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,1,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
"Farmer_Drinkstation","TID_DECO_FARMER_DRINKSTATION",,"TID_INFO_TITLE_DECORATION","TID_DECO_FARMER_TILES_5_DRINKSTATION_INFO",,,,,,,,,,,,,,,"Decoration",,,,,"sc3d/deco_farmer_drinkstation_geo.glb#b","sc3d/deco_farmer_drinkstation_geo.glb#a",,,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_1x2_geo.glb","sc3d/bldv_marker_1x2_geo.glb","bldv_deco_statue",100,"Crate",0,,,,1,2,,"true",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"true",240,0,,,,0,0,0,100,,"Tap_villager_home",,,0,0
