"Name","TID","NPC","Cart","Scale","CollisionShape","SpawnToBuilding","SpawnToObstacle","SpawnToNation","MaxCompletions","CooldownSeconds","MinNationLevel","MaxNationLevel","BuildingNeeded","BuildingLevelNeeded","TechNeeded","OtherChallengeNeeded","OtherChallengeStagesCompleteNeeded","Stage","AvailableTID","AvailableSCW","AvailableIconSWF","AvailableIconExportName","AvailableSeconds","AvailableBGExportName","ActiveTID","ActiveSCW","ActiveIconSWF","ActiveIconExportName","ActiveSeconds","ActiveBGExportName","TaskCount","CoinTaskMinPercentage","CoinTaskMaxPercentage","RequiredAmountPercentage","CoinRewardSizePercentage","KnowledgeRewardSizePercentage","ReputationRewardSizePercentage","ResourceOrTag1","ResourceOrTag2","ResourceOrTag3","WorkerJobSeconds","WorkerJobTID","WorkerJobBGExportName","WorkerJobProfession","WorkerJobRewardData1","WorkerJobRewardAmount1","WorkerJobRewardData2","WorkerJobRewardAmount2","WorkerJobRewardReputation","WorkerJobRewardNationKnowledge","WinTID","WinSCW","WinIconSWF","WinIconExportName","WinBGExportName","LoseTID","LoseSCW","LoseIconSWF","LoseIconExportName","LoseBGExportName","ReviewSeconds","RewardPerk","RewardPerkSeconds","RewardNationKnowledge"
"Challenge026_PlaturtleCoaster","TID_CHALLENGE026_PLATURTLECOASTER_TITLE","Builder","ChallengeCart",100,"Academy",,,"ChallengeSiteMountain2",,1209600,5,,,,,"Challenge004_PlaturtlePancake",3,1,"TID_CHALLENGE026_PLATURTLECOASTER_INTRO","sc3d/valley_event_platurtle_coaster.glb#stage1","sc/npc_characters.sc","emote_builder_wave",259200,"bg_image_valley_event_platurtle_coaster","TID_CHALLENGE026_PLATURTLECOASTER_STAGE1","sc3d/valley_event_platurtle_coaster.glb#stage1","sc/npc_characters.sc","emote_builder_idle",86400,"bg_image_valley_event_platurtle_coaster",60,100,100,180,100,100,100,"ConstructionBasic",,,,,,,,,,,,,"TID_CHALLENGE026_PLATURTLECOASTER_WIN","sc3d/valley_event_platurtle_coaster.glb#stage4","sc/npc_characters.sc","emote_builder_wave","bg_image_valley_event_platurtle_coaster","TID_CHALLENGE026_PLATURTLECOASTER_LOSE_STAGE1","sc3d/valley_event_platurtle_coaster.glb#stage1","sc/npc_characters.sc","emote_builder_wave","bg_image_valley_event_platurtle_coaster",86400,,,600
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2","sc3d/valley_event_platurtle_coaster.glb#stage2","sc/npc_characters.sc","emote_builder_idle",86400,"bg_image_valley_event_platurtle_coaster",,,,,,,,,,,36000,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_01","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,"TID_CHALLENGE026_PLATURTLECOASTER_LOSE_STAGE2","sc3d/valley_event_platurtle_coaster.glb#stage2","sc/npc_characters.sc","emote_builder_wave","bg_image_valley_event_platurtle_coaster",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_02","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_03","bg_image_village_library","Researcher","Coins",488,,,36,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_04","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_05","bg_image_village_library","Researcher","Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_06","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_07","bg_image_valley_construction","Builder","Coins",488,,,36,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_08","bg_image_valley_construction","Builder","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_09","bg_image_valley_construction","Builder","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_10","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_11","bg_image_village_library","Researcher","Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_12","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_13","bg_image_valley_construction","Builder","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_14","bg_image_valley_construction","Builder","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_15","bg_image_valley_construction","Builder","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_16","bg_image_village_resource_stone","Stonemason","Coins",314,,,23,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_17","bg_image_village_resource_stone","Stonemason","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE2_JOB_18","bg_image_valley_construction","Builder","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3","sc3d/valley_event_platurtle_coaster.glb#stage3","sc/npc_characters.sc","emote_builder_idle",86400,"bg_image_valley_event_platurtle_coaster",,,,,,,,,,,14400,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_01","bg_image_valley_background",,"Coins",139,,,10,,,,,,,"TID_CHALLENGE026_PLATURTLECOASTER_LOSE_STAGE3","sc3d/valley_event_platurtle_coaster.glb#stage3","sc/npc_characters.sc","emote_builder_wave","bg_image_valley_event_platurtle_coaster",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_02","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_03","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_04","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_05","bg_image_valley_background",,"Coins",35,,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_06","bg_image_valley_background",,"Coins",35,,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_07","bg_image_valley_background",,"Coins",35,,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_08","bg_image_valley_background",,"Coins",35,,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_09","bg_image_valley_background",,"Coins",35,,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_10","bg_image_valley_background",,"Coins",35,,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_11","bg_image_valley_background",,"Coins",35,,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_12","bg_image_valley_background",,"Coins",35,,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_13","bg_image_valley_background",,"Coins",35,,,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_14","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE026_PLATURTLECOASTER_STAGE3_JOB_15","bg_image_valley_background",,"Coins",279,,,20,,,,,,,,,,,,,,,
"Challenge027_SweetToothMole","TID_CHALLENGE027_SWEETTOOTHMOLE_TITLE","Farmers","ChallengeCart",100,"Academy",,,"ChallengeSiteSugarField",,1209600,4,,"NationSugarField",1,,,,1,"TID_CHALLENGE027_SWEETTOOTHMOLE_INTRO","sc3d/valley_event_sweet_tooth_mole.glb#stage1","sc/npc_characters.sc","emote_farmer_female_wave",259200,"bg_image_valley_event_sweet_tooth_mole","TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1","sc3d/valley_event_sweet_tooth_mole.glb#stage1","sc/npc_characters.sc","emote_farmer_female_idle",86400,"bg_image_valley_event_sweet_tooth_mole",,,,,,,,,,,43200,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_01","bg_image_village_library","Researcher","Coins",418,,,31,,"TID_CHALLENGE027_SWEETTOOTHMOLE_WIN","sc3d/valley_event_sweet_tooth_mole.glb#stage4","sc/npc_characters.sc","emote_farmer_female_wave","bg_image_valley_event_sweet_tooth_mole","TID_CHALLENGE027_SWEETTOOTHMOLE_LOSE_STAGE1","sc3d/valley_event_sweet_tooth_mole.glb#stage1","sc/npc_characters.sc","emote_farmer_female_wave","bg_image_valley_event_sweet_tooth_mole",86400,"FasterNationSugarField",86400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_02","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_03","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_04","bg_image_village_library","Researcher","Coins",314,,,23,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_05","bg_image_village_library","Researcher","Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_06","bg_image_village_resource_clay","Claydigger","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_07","bg_image_village_resource_clay","Claydigger","Coins",488,,,36,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_08","bg_image_village_resource_clay","Claydigger","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_09","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_10","bg_image_village_library","Researcher","Coins",244,,,18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_11","bg_image_village_library","Researcher","Coins",314,,,23,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_12","bg_image_village_library","Researcher","Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_13","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_14","bg_image_village_library","Researcher","Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_15","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE2","sc3d/valley_event_sweet_tooth_mole.glb#stage2","sc/npc_characters.sc","emote_farmer_female_idle",86400,"bg_image_valley_event_sweet_tooth_mole",48,100,100,30,100,100,100,"FoodCrafted","FoodRawMaterial","FoodVillageCraft",,,,,,,,,,,,,,,,"TID_CHALLENGE027_SWEETTOOTHMOLE_LOSE_STAGE2","sc3d/valley_event_sweet_tooth_mole.glb#stage2","sc/npc_characters.sc","emote_farmer_female_wave","bg_image_valley_event_sweet_tooth_mole",,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3","sc3d/valley_event_sweet_tooth_mole.glb#stage3","sc/npc_characters.sc","emote_farmer_female_idle",86400,"bg_image_valley_event_sweet_tooth_mole",,,,,,,,,,,14400,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_01","bg_image_valley_background",,"Coins",139,,,10,,,,,,,"TID_CHALLENGE027_SWEETTOOTHMOLE_LOSE_STAGE3","sc3d/valley_event_sweet_tooth_mole.glb#stage3","sc/npc_characters.sc","emote_farmer_female_wave","bg_image_valley_event_sweet_tooth_mole",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_02","bg_image_valley_background",,"Coins",174,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_03","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_04","bg_image_village_resource_clay","Claydigger","Coins",244,,,18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_05","bg_image_village_resource_clay","Claydigger","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_06","bg_image_village_resource_clay","Claydigger","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_07","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_08","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_09","bg_image_valley_background",,"Coins",244,,,18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_10","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_11","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_12","bg_image_valley_background",,"Coins",70,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_13","bg_image_valley_background",,"Coins",105,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_14","bg_image_valley_background",,"Coins",139,,,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_15","bg_image_valley_background",,"Coins",279,,,20,,,,,,,,,,,,,,,
"Challenge028_SaveEarpuffs","TID_CHALLENGE028_SAVEEARPUFFS_TITLE","Librarian","ChallengeCart",100,"Academy",,,"ChallengeSiteDesert4",,1209600,3,,"NationCottonField",1,,,,1,"TID_CHALLENGE028_SAVEEARPUFFS_INTRO","sc3d/valley_event_save_earpuffs.glb#stage1","sc/npc_characters.sc","emote_librarian_wave",259200,"bg_image_valley_event_save_the_earpuffs","TID_CHALLENGE028_SAVEEARPUFFS_STAGE1","sc3d/valley_event_save_earpuffs.glb#stage1","sc/npc_characters.sc","emote_librarian_idle",86400,"bg_image_valley_event_save_the_earpuffs",,,,,,,,,,,43200,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_01","bg_image_village_library","Researcher","Coins",418,,,31,,"TID_CHALLENGE028_SAVEEARPUFFS_WIN","sc3d/valley_event_save_earpuffs.glb#stage4","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_save_the_earpuffs","TID_CHALLENGE028_SAVEEARPUFFS_LOSE_STAGE1","sc3d/valley_event_save_earpuffs.glb#stage1","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_save_the_earpuffs",86400,,,800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_02","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_03","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_04","bg_image_village_library","Researcher","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_05","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_06","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_07","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_08","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_09","bg_image_village_library","Researcher","Coins",244,,,18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_10","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_11","bg_image_village_library","Researcher","Coins",314,,,23,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_12","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE2","sc3d/valley_event_save_earpuffs.glb#stage2","sc/npc_characters.sc","emote_librarian_idle",86400,"bg_image_valley_event_save_the_earpuffs",42,100,100,30,100,100,100,"Wood","Wool","Cotton",,,,,,,,,,,,,,,,"TID_CHALLENGE028_SAVEEARPUFFS_LOSE_STAGE2","sc3d/valley_event_save_earpuffs.glb#stage2","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_save_the_earpuffs",,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3","sc3d/valley_event_save_earpuffs.glb#stage3","sc/npc_characters.sc","emote_librarian_idle",86400,"bg_image_valley_event_save_the_earpuffs",,,,,,,,,,,28800,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,"TID_CHALLENGE028_SAVEEARPUFFS_LOSE_STAGE3","sc3d/valley_event_save_earpuffs.glb#stage3","sc/npc_characters.sc","emote_librarian_wave","bg_image_valley_event_save_the_earpuffs",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_02","bg_image_village_library","Researcher","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_03","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_04","bg_image_valley_construction","Builder","Coins",488,,,36,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_05","bg_image_valley_construction","Builder","Coins",418,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_06","bg_image_valley_construction","Builder","Coins",349,,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_07","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_08","bg_image_village_library","Researcher","Coins",209,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_09","bg_image_village_library","Researcher","Coins",279,,,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46800,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_10","bg_image_valley_construction","Builder","Coins",453,,,33,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39600,"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_11","bg_image_valley_construction","Builder","Coins",384,,,28,,,,,,,,,,,,,,,
